mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
450993,"Marlean loam, 14 to 18 percent slopes, moderately eroded",Marlean,5,Well drained,15.0,30.0,0.5,6.7,0.2,24.0,39.1,36.9,1.48,19.0,FIELD_0016
451019,"Renova loam, 9 to 14 percent slopes, moderately eroded",Whalan,5,Well drained,15.0,30.0,1.0,5.8,0.18,24.0,38.0,38.0,1.48,19.6,FIELD_0016
1008428,"Klossner muck, 1 to 4 percent slopes",Clyde,5,Poorly drained,15.0,43.0,12.0,6.7,0.16,25.0,30.0,45.0,1.14,21.9,FIELD_0016
1399086,"Coland clay loam, 0 to 2 percent slopes, occasionally flooded",Hanlon,5,Moderately well drained,18.0,127.0,2.5,6.7,0.09,15.0,65.0,20.0,1.44,13.3,FIELD_0016
437375,"Racine loam, 2 to 5 percent slopes",Clyde,5,Poorly drained,20.0,43.0,5.0,6.7,0.1,30.0,18.0,52.0,1.35,25.5,FIELD_0016
437375,"Racine loam, 2 to 5 percent slopes",Oran,5,Somewhat poorly drained,20.0,33.0,0.65,6.2,0.15,20.0,35.0,45.0,1.42,16.3,FIELD_0016
437397,"Clyde silt loam, 0 to 3 percent slopes",Marshan,5,Poorly drained,20.0,36.0,3.5,6.5,0.21,28.0,18.0,54.0,1.35,23.6,FIELD_0016
450541,"Jacwin loam, 2 to 5 percent slopes",Turlin,5,Somewhat poorly drained,20.0,86.0,5.0,6.7,0.21,22.0,41.1,36.9,1.5,19.3,FIELD_0016
451005,"Orwood silt loam, 14 to 18 percent slopes, moderately eroded",Orwood,5,Well drained,20.0,114.0,1.0,6.2,0.2,25.0,38.5,36.5,1.43,20.3,FIELD_0016
451019,"Renova loam, 9 to 14 percent slopes, moderately eroded",Fayette,5,Well drained,20.0,66.0,0.5,5.5,0.19,27.0,4.0,69.0,1.38,21.2,FIELD_0016
451039,"Terril loam, 2 to 5 percent slopes",Waukee,5,Well drained,20.0,46.0,2.5,6.1,0.21,21.0,40.0,39.0,1.39,18.0,FIELD_0016
622331,"Rockton loam, 2 to 5 percent slopes",Marlean,5,Well drained,20.0,30.0,0.5,6.7,0.2,24.0,39.1,36.9,1.48,19.0,FIELD_0016
622384,"Rockton loam, 5 to 9 percent slopes",Marlean,5,Well drained,20.0,30.0,0.5,6.7,0.2,24.0,39.1,36.9,1.48,19.0,FIELD_0016
756308,"Marshan loam, 0 to 2 percent slopes, rarely flooded",Selmass,5,Poorly drained,20.0,38.0,5.0,6.6,0.22,22.5,37.5,40.0,1.4,19.6,FIELD_0016
756308,"Marshan loam, 0 to 2 percent slopes, rarely flooded",Shandep,5,Very poorly drained,20.0,74.0,8.0,6.7,0.22,29.5,33.6,36.9,1.38,25.5,FIELD_0016
1399086,"Coland clay loam, 0 to 2 percent slopes, occasionally flooded",Marshan,5,Poorly drained,20.0,36.0,3.5,6.5,0.13,28.0,18.0,54.0,1.28,23.6,FIELD_0016
1399086,"Coland clay loam, 0 to 2 percent slopes, occasionally flooded",Spillville,5,Somewhat poorly drained,20.0,137.0,3.5,6.7,0.14,22.0,41.0,37.0,1.35,19.0,FIELD_0016
1429112,"Kasson loam, 5 to 9 percent slopes, eroded",Lilah,5,Excessively drained,20.0,38.0,0.25,5.3,0.11,12.0,68.0,20.0,1.64,,FIELD_0016
766671,"Ossian silt loam, 0 to 3 percent slopes, occasionally flooded",Klossner,5,Very poorly drained,25.0,66.0,35.0,,0.4,28.0,19.0,53.0,0.35,65.0,FIELD_0016
1382543,"Lawson-Ossian complex, 0 to 4 percent slopes",Klossner,5,Very poorly drained,25.0,66.0,35.0,,0.4,28.0,19.0,53.0,0.35,65.0,FIELD_0016
437401,"Dickinson fine sandy loam, 2 to 5 percent slopes",Sparta,5,Excessively drained,28.0,38.0,0.75,6.2,0.11,6.0,87.0,7.0,1.58,6.0,FIELD_0016
3051914,Water,Water,100,,,,,,,,,,,,FIELD_0017
409343,"Zook silt loam, overwash, 0 to 2 percent slopes",Zook,100,Poorly drained,0.0,18.0,3.0,6.7,0.23,23.0,12.5,64.5,1.5,19.4,FIELD_0017
409344,"Zook silty clay loam, 2 to 5 percent slopes",Zook,100,Poorly drained,0.0,18.0,6.0,6.7,0.22,34.0,7.5,58.5,1.33,27.8,FIELD_0017
409343,"Zook silt loam, overwash, 0 to 2 percent slopes",Zook,100,Poorly drained,18.0,33.0,3.0,6.7,0.23,23.0,12.5,64.5,1.5,19.4,FIELD_0017
409344,"Zook silty clay loam, 2 to 5 percent slopes",Zook,100,Poorly drained,18.0,51.0,6.0,6.7,0.22,36.0,7.5,56.5,1.33,29.2,FIELD_0017
3051916,"Water, rivers and streams",Water,95,,,,,,,,,,,,FIELD_0017
3051920,"Pits, limestone quarry","Pits, limestone quarry",95,,,,,,,,,,,,FIELD_0017
409290,"Kennebec silt loam, 0 to 2 percent slopes",Kennebec,95,Moderately well drained,0.0,124.0,5.0,6.5,0.23,24.5,9.2,66.3,1.3,33.0,FIELD_0017
409342,"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,95,Poorly drained,0.0,18.0,4.5,6.2,0.11,35.0,3.0,62.0,1.35,28.2,FIELD_0017
409349,"Hedrick silt loam, 5 to 9 percent slopes",Hedrick,95,Moderately well drained,0.0,20.0,3.0,6.5,0.22,21.5,11.2,67.3,1.33,22.5,FIELD_0017
409350,"Hedrick silt loam, 5 to 9 percent slopes, moderately eroded",Hedrick,95,Moderately well drained,0.0,20.0,2.5,6.5,0.22,21.5,11.2,67.3,1.33,22.5,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Lindley,95,Well drained,0.0,5.0,0.75,6.3,0.15,22.0,36.0,42.0,1.46,17.9,FIELD_0017
409370,"Ladoga silt loam, 2 to 5 percent slopes",Ladoga,95,Moderately well drained,0.0,18.0,3.0,6.6,0.2,25.0,2.0,73.0,1.33,20.8,FIELD_0017
409376,"Clinton silt loam, 2 to 5 percent slopes",Clinton,95,Moderately well drained,0.0,20.0,2.5,6.3,0.19,22.0,3.0,75.0,1.35,18.5,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Lindley,95,Well drained,5.0,15.0,0.5,5.9,0.15,20.0,41.0,39.0,1.47,16.2,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Lindley,95,Well drained,15.0,114.0,0.3,6.0,0.13,29.0,41.0,30.0,1.51,22.1,FIELD_0017
409342,"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,95,Poorly drained,18.0,51.0,3.2,6.4,0.11,39.0,4.0,57.0,1.29,30.6,FIELD_0017
409370,"Ladoga silt loam, 2 to 5 percent slopes",Ladoga,95,Moderately well drained,18.0,25.0,2.0,6.1,0.19,24.0,2.0,74.0,1.4,19.8,FIELD_0017
409349,"Hedrick silt loam, 5 to 9 percent slopes",Hedrick,95,Moderately well drained,20.0,135.0,0.5,5.8,0.19,32.0,6.7,61.3,1.38,22.5,FIELD_0017
409350,"Hedrick silt loam, 5 to 9 percent slopes, moderately eroded",Hedrick,95,Moderately well drained,20.0,135.0,0.5,5.8,0.19,32.0,6.7,61.3,1.38,22.5,FIELD_0017
409376,"Clinton silt loam, 2 to 5 percent slopes",Clinton,95,Moderately well drained,20.0,38.0,1.0,5.6,0.18,20.0,3.0,77.0,1.35,16.6,FIELD_0017
409370,"Ladoga silt loam, 2 to 5 percent slopes",Ladoga,95,Moderately well drained,25.0,36.0,1.0,6.0,0.19,28.0,2.0,70.0,1.36,22.1,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,90,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409278,"Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash",Colo,90,Poorly drained,0.0,18.0,4.0,6.0,0.22,24.0,7.0,69.0,1.34,20.6,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Fayette,90,Well drained,0.0,20.0,2.0,6.2,0.2,20.0,5.0,75.0,1.42,17.0,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Fayette,90,Well drained,0.0,20.0,2.0,6.2,0.2,20.0,5.0,75.0,1.42,17.0,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Boone,90,Excessively drained,0.0,8.0,1.0,5.5,0.12,3.0,85.0,12.0,1.6,2.7,FIELD_0017
409298,"Humeston silt loam, 0 to 2 percent slopes",Humeston,90,Poorly drained,0.0,20.0,3.5,6.5,0.22,26.0,15.0,59.0,1.4,21.6,FIELD_0017
409335,"Radford silt loam, 0 to 2 percent slopes",Radford,90,Somewhat poorly drained,0.0,30.0,2.0,6.5,0.23,22.5,9.5,68.0,1.5,27.5,FIELD_0017
409336,"Spillville loam, 0 to 2 percent slopes, occasionally flooded",Spillville,90,Somewhat poorly drained,0.0,20.0,5.5,6.7,0.14,22.0,41.0,37.0,1.2,19.3,FIELD_0017
409361,"Seaton silt loam, 14 to 18 percent slopes, moderately eroded",Seaton,90,Well drained,0.0,33.0,2.0,6.5,0.23,18.5,11.7,69.8,1.15,17.5,FIELD_0017
409362,"Seaton silt loam, 18 to 25 percent slopes, moderately eroded",Seaton,90,Well drained,0.0,33.0,2.0,6.5,0.23,18.5,11.7,69.8,1.15,17.5,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Ladoga,90,Moderately well drained,0.0,15.0,2.5,6.6,0.2,25.0,2.0,73.0,1.33,20.7,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Clinton,90,Moderately well drained,0.0,20.0,2.5,6.3,0.19,22.0,3.0,75.0,1.35,18.5,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Clinton,90,Moderately well drained,0.0,15.0,2.0,6.3,0.19,22.0,3.0,75.0,1.35,18.4,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Judson,90,Well drained,0.0,23.0,3.5,6.5,0.13,30.0,4.0,66.0,1.38,25.1,FIELD_0017
409391,"Amana complex, channeled, 0 to 2 percent slopes",Amana,90,Moderately well drained,0.0,41.0,4.0,6.5,0.23,28.5,7.1,64.4,1.25,27.5,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Boone,90,Excessively drained,8.0,20.0,0.25,5.5,0.08,2.0,88.0,10.0,1.63,1.3,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Ladoga,90,Moderately well drained,15.0,25.0,1.0,6.0,0.19,28.0,2.0,70.0,1.36,22.1,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Clinton,90,Moderately well drained,15.0,28.0,1.0,5.6,0.19,28.0,3.0,69.0,1.35,22.1,FIELD_0017
409278,"Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash",Colo,90,Poorly drained,18.0,28.0,3.5,6.0,0.22,25.0,3.0,72.0,1.28,21.3,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,90,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Fayette,90,Well drained,20.0,28.0,0.75,6.2,0.17,25.0,3.0,72.0,1.45,20.1,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Fayette,90,Well drained,20.0,28.0,0.75,6.2,0.17,25.0,3.0,72.0,1.45,20.1,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Boone,90,Excessively drained,20.0,53.0,0.25,5.5,0.08,1.5,89.0,9.5,1.63,1.3,FIELD_0017
409298,"Humeston silt loam, 0 to 2 percent slopes",Humeston,90,Poorly drained,20.0,33.0,3.5,6.5,0.23,26.0,15.0,59.0,1.5,21.6,FIELD_0017
409336,"Spillville loam, 0 to 2 percent slopes, occasionally flooded",Spillville,90,Somewhat poorly drained,20.0,137.0,3.5,6.7,0.14,22.0,41.0,37.0,1.35,19.0,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Clinton,90,Moderately well drained,20.0,38.0,1.0,5.6,0.18,20.0,3.0,77.0,1.35,16.6,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Judson,90,Well drained,23.0,56.0,3.5,6.5,0.13,30.0,4.0,66.0,1.32,25.1,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Ladoga,90,Moderately well drained,25.0,48.0,0.75,5.7,0.18,33.0,2.0,65.0,1.42,25.3,FIELD_0017
409278,"Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash",Colo,90,Poorly drained,28.0,56.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Fayette,90,Well drained,28.0,58.0,0.5,5.5,0.18,31.0,3.0,66.0,1.45,24.0,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Fayette,90,Well drained,28.0,58.0,0.5,5.5,0.18,31.0,3.0,66.0,1.45,24.0,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Clinton,90,Moderately well drained,28.0,41.0,0.75,5.4,0.18,33.0,2.0,65.0,1.4,,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Colo,85,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Landes,85,Moderately well drained,0.0,36.0,2.0,6.7,0.16,12.5,67.3,20.2,1.5,12.5,FIELD_0017
409291,"Nodaway silt loam, 0 to 2 percent slopes",Nodaway,85,Moderately well drained,0.0,18.0,3.0,6.7,0.22,22.5,7.5,70.0,1.3,22.5,FIELD_0017
409324,"Amana silty clay loam, 0 to 2 percent slopes",Amana,85,Somewhat poorly drained,0.0,41.0,4.0,6.5,0.23,28.5,7.1,64.4,1.25,27.5,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Ossian,85,Poorly drained,0.0,18.0,6.0,7.0,0.23,24.5,9.2,66.3,1.28,33.0,FIELD_0017
409339,"Vesser silt loam, 0 to 2 percent slopes",Vesser,85,Poorly drained,0.0,33.0,3.5,6.5,0.22,23.0,9.5,67.5,1.33,27.5,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,85,Moderately well drained,0.0,18.0,3.0,6.6,0.2,25.0,2.0,73.0,1.33,20.8,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,0.0,15.0,2.5,6.6,0.2,25.0,2.0,73.0,1.33,20.7,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Clinton,85,Moderately well drained,0.0,15.0,2.0,6.3,0.19,22.0,3.0,75.0,1.35,18.4,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,15.0,25.0,1.0,6.0,0.19,28.0,2.0,70.0,1.36,22.1,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Clinton,85,Moderately well drained,15.0,28.0,1.0,5.6,0.19,28.0,3.0,69.0,1.35,22.1,FIELD_0017
409291,"Nodaway silt loam, 0 to 2 percent slopes",Nodaway,85,Moderately well drained,18.0,79.0,0.25,6.7,0.22,23.0,7.0,70.0,1.3,22.5,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Ossian,85,Poorly drained,18.0,152.0,2.5,7.2,0.21,28.0,7.1,64.9,1.35,33.0,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,85,Moderately well drained,18.0,25.0,2.0,6.1,0.19,24.0,2.0,74.0,1.4,19.8,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Colo,85,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,85,Moderately well drained,25.0,36.0,1.0,6.0,0.19,28.0,2.0,70.0,1.36,22.1,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,25.0,48.0,0.75,5.7,0.18,33.0,2.0,65.0,1.42,25.3,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Clinton,85,Moderately well drained,28.0,41.0,0.75,5.4,0.18,33.0,2.0,65.0,1.4,,FIELD_0017
409317,"Nodaway-Alluvial land complex, 0 to 2 percent slopes",Nodaway,60,Moderately well drained,0.0,18.0,3.0,6.7,0.22,22.5,7.5,70.0,1.3,22.5,FIELD_0017
409317,"Nodaway-Alluvial land complex, 0 to 2 percent slopes",Nodaway,60,Moderately well drained,18.0,79.0,0.25,6.7,0.22,23.0,7.0,70.0,1.3,22.5,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Ely,40,Somewhat poorly drained,0.0,20.0,5.0,6.5,0.17,28.0,4.0,68.0,1.31,23.9,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Ely,40,Somewhat poorly drained,20.0,61.0,3.5,6.5,0.17,28.0,4.0,68.0,1.28,23.6,FIELD_0017
409317,"Nodaway-Alluvial land complex, 0 to 2 percent slopes",Alluvial land,30,Excessively drained,0.0,18.0,1.25,6.5,0.08,6.0,92.1,1.9,1.53,7.5,FIELD_0017
409317,"Nodaway-Alluvial land complex, 0 to 2 percent slopes",Alluvial land,30,Excessively drained,18.0,66.0,0.25,6.7,0.16,11.5,90.7,,1.55,12.5,FIELD_0017
409278,"Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash",Ackmore,10,Somewhat poorly drained,0.0,20.0,2.0,6.5,0.22,22.5,9.5,68.0,1.28,27.5,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Ely,10,Somewhat poorly drained,0.0,20.0,5.5,6.5,0.22,28.5,7.1,64.4,1.33,33.0,FIELD_0017
409317,"Nodaway-Alluvial land complex, 0 to 2 percent slopes",Aquents,10,Poorly drained,0.0,68.0,6.0,6.5,0.22,31.5,6.8,61.7,1.3,38.5,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Keswick,10,Somewhat poorly drained,0.0,15.0,2.0,5.9,0.18,27.0,18.9,54.1,1.47,22.1,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Keswick,10,Somewhat poorly drained,15.0,28.0,1.5,5.9,0.18,27.0,18.9,54.1,1.42,21.9,FIELD_0017
409278,"Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash",Ackmore,10,Somewhat poorly drained,20.0,64.0,3.0,6.5,0.22,22.5,9.5,68.0,1.28,27.5,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Ely,10,Somewhat poorly drained,20.0,81.0,5.0,6.5,0.22,28.5,7.1,64.4,1.33,33.0,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Keswick,10,Somewhat poorly drained,28.0,46.0,0.5,5.9,0.14,33.5,34.2,32.3,1.56,25.2,FIELD_0017
409336,"Spillville loam, 0 to 2 percent slopes, occasionally flooded",Sigglekov,5,Somewhat poorly drained,,,,,,,,,,,FIELD_0017
3051920,"Pits, limestone quarry",Water,5,,,,,,,,,,,,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Colo,5,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Judson,5,Well drained,0.0,20.0,4.5,6.5,0.22,29.5,7.0,63.5,1.33,27.5,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Ely,5,Somewhat poorly drained,0.0,20.0,5.5,6.5,0.22,28.5,7.1,64.4,1.33,33.0,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,5,Poorly drained,0.0,18.0,3.9,6.1,0.22,36.3,2.4,61.3,1.43,29.7,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Colo,5,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Keswick,5,Somewhat poorly drained,0.0,10.0,1.5,5.9,0.2,14.8,46.9,38.3,1.39,13.0,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Lindley,5,Well drained,0.0,8.0,1.7,4.2,0.21,11.0,45.0,44.0,1.3,,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Keswick,5,Somewhat poorly drained,0.0,10.0,1.5,5.9,0.2,14.8,46.9,38.3,1.39,13.0,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Lindley,5,Well drained,0.0,8.0,1.7,4.2,0.21,11.0,45.0,44.0,1.3,,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Coland,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Nodaway,5,Moderately well drained,0.0,18.0,3.0,6.7,0.22,22.5,7.5,70.0,1.3,22.5,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Chelsea,5,Excessively drained,0.0,86.0,1.0,6.5,0.13,11.5,,,1.53,7.5,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Munterville,5,Moderately well drained,0.0,10.0,2.5,6.2,0.15,24.0,15.0,61.0,1.35,16.9,FIELD_0017
409290,"Kennebec silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409291,"Nodaway silt loam, 0 to 2 percent slopes",Aquents,5,Poorly drained,0.0,68.0,6.0,6.5,0.22,31.5,6.8,61.7,1.3,38.5,FIELD_0017
409291,"Nodaway silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409291,"Nodaway silt loam, 0 to 2 percent slopes",Landes,5,Moderately well drained,0.0,36.0,2.0,6.7,0.16,12.5,67.3,20.2,1.5,12.5,FIELD_0017
409298,"Humeston silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409298,"Humeston silt loam, 0 to 2 percent slopes",Zook,5,Poorly drained,0.0,53.0,6.0,6.5,0.22,37.5,,,1.33,38.5,FIELD_0017
409324,"Amana silty clay loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409324,"Amana silty clay loam, 0 to 2 percent slopes",Kennebec,5,Moderately well drained,0.0,124.0,5.0,6.5,0.23,24.5,,,1.3,33.0,FIELD_0017
409335,"Radford silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409335,"Radford silt loam, 0 to 2 percent slopes",Zook,5,Poorly drained,0.0,53.0,6.0,6.5,0.22,37.5,,,1.33,38.5,FIELD_0017
409336,"Spillville loam, 0 to 2 percent slopes, occasionally flooded",Coland,5,Poorly drained,0.0,20.0,6.0,6.3,0.13,30.0,28.0,42.0,1.17,25.6,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Amana,5,Somewhat poorly drained,0.0,41.0,4.0,6.5,0.23,28.5,,,1.25,27.5,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409339,"Vesser silt loam, 0 to 2 percent slopes",Colo,5,Poorly drained,0.0,84.0,6.0,6.5,0.22,31.5,,,1.3,38.5,FIELD_0017
409339,"Vesser silt loam, 0 to 2 percent slopes",Humeston,5,Poorly drained,0.0,51.0,3.5,6.2,0.22,25.5,,,1.38,27.5,FIELD_0017
409342,"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,5,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0017
409349,"Hedrick silt loam, 5 to 9 percent slopes",Clinton,5,Moderately well drained,0.0,20.0,2.5,6.2,0.21,21.0,2.5,76.5,1.35,17.8,FIELD_0017
409350,"Hedrick silt loam, 5 to 9 percent slopes, moderately eroded",Clinton,5,Moderately well drained,0.0,20.0,1.5,6.2,0.19,30.5,2.5,67.0,1.35,24.1,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Keswick,5,Somewhat poorly drained,0.0,6.0,0.75,5.9,0.15,25.0,24.0,51.0,1.4,19.9,FIELD_0017
409361,"Seaton silt loam, 14 to 18 percent slopes, moderately eroded",Chelsea,5,Excessively drained,0.0,86.0,0.5,6.5,0.13,11.5,,,1.53,7.5,FIELD_0017
409361,"Seaton silt loam, 14 to 18 percent slopes, moderately eroded",Timula,5,,0.0,15.0,2.0,7.3,0.22,14.0,14.2,71.8,1.45,17.5,FIELD_0017
409362,"Seaton silt loam, 18 to 25 percent slopes, moderately eroded",Chelsea,5,Excessively drained,0.0,86.0,0.5,6.5,0.13,11.5,,,1.53,7.5,FIELD_0017
409362,"Seaton silt loam, 18 to 25 percent slopes, moderately eroded",Timula,5,,0.0,15.0,2.0,7.0,0.22,14.0,14.2,71.8,1.45,17.5,FIELD_0017
409370,"Ladoga silt loam, 2 to 5 percent slopes",Givin,5,Somewhat poorly drained,0.0,20.0,2.5,6.5,0.23,22.0,26.0,52.0,1.35,22.5,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Hedrick,5,Moderately well drained,0.0,20.0,3.0,6.5,0.22,21.5,11.2,67.3,1.33,22.5,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,5,Moderately well drained,0.0,15.0,2.5,6.0,0.19,28.0,2.0,70.0,1.36,22.8,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Rinda,5,Poorly drained,0.0,33.0,3.0,6.2,0.23,24.5,24.1,51.4,1.48,33.0,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Hedrick,5,Moderately well drained,0.0,18.0,2.5,6.5,0.21,30.5,6.9,62.6,1.33,22.5,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,5,Moderately well drained,0.0,10.0,1.5,6.0,0.19,30.0,2.0,68.0,1.36,23.8,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Rinda,5,Poorly drained,0.0,20.0,2.5,6.2,0.19,35.0,5.0,60.0,1.48,27.6,FIELD_0017
